id,text,label,label_text,meta_doc_drugs,meta_prev_context,span_offsets,source_file,final_pred,agent_reasoning
LIPITOR.285_1,"I've talked to a lot of people and researched this drug and I've found nothing GOOD about it.
",0,Not-Related,LIPITOR.285,"I've not started the drug, but it was perscribed to me by my Dr for having low HDL (good).
","91, 185",LIPITOR.285.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.285_2,"I am going to try alternative (herbal) medications to rise my good HDL levles.
",0,Not-Related,LIPITOR.285,"I've talked to a lot of people and researched this drug and I've found nothing GOOD about it.
","185, 264",LIPITOR.285.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.285_3,"Afraid of side effects and I don't want to jepordize my health by adding a drug to my system that can harm me!.
",0,Not-Related,LIPITOR.285,"I am going to try alternative (herbal) medications to rise my good HDL levles.
","264, 376",LIPITOR.285.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.722_0,"Severe Joint Pain.
",1,Related,Chlorella; lipitor,,"0, 19",LIPITOR.722.txt,1,"Severe Joint Pain is a physiological issue that could be an adverse effect of a drug, particularly Lipitor which is known to cause musculoskeletal issues."
LIPITOR.722_1,"Without lipitor total cholestrol is 300 and hdl is 72.
don't think i need the lipitor.
",0,Not-Related,Chlorella; lipitor,"Severe Joint Pain.
","19, 106",LIPITOR.722.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.722_2,"the hdl is high because of the Chlorella (3grams daily).
",0,Not-Related,Chlorella; lipitor,"Without lipitor total cholestrol is 300 and hdl is 72.
don't think i need the lipitor.
","106, 163",LIPITOR.722.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.708_0,"I went from a vigorous woman who two years ago spent two weeks walking all over London and Paris, whose favorite hobby was hiking, etc , to a fragile, crippled crone who, for a while, was certain I belonged in a wheel chair, due to the effects of this horrible, killer medication after having hip replacement surgery.
",1,Related,Lipitor,,"0, 318",LIPITOR.708.txt,1,"The text describes severe physical decline and disability ('fragile, crippled crone,' 'belonged in a wheel chair') which the user explicitly attributes to 'this horrible, killer medication' (Lipitor, based on context)."
LIPITOR.708_1,"Every muscle from my waist down was effected, my legs became LEAD, my bladder all but quit working; blood began showing up in my urine, I had every test in the book, went to doctor after doctor, and no one recognized this medication as the problem, until I finally went to a neurologist for my back problems.
",1,Related,Lipitor,"I went from a vigorous woman who two years ago spent two weeks walking all over London and Paris, whose favorite hobby was hiking, etc , to a fragile, crippled crone who, for a while, was certain I belonged in a wheel chair, due to the effects of this horrible, killer medication after having hip replacement surgery.
","318, 627",LIPITOR.708.txt,1,"The text describes multiple physiological issues including muscle effects, bladder dysfunction, blood in urine, and back problems, which were eventually attributed to the medication Lipitor by a neurologist."
LIPITOR.708_2,"I could not walk ten steps without the most excruciating pain and fatigue, all I ever wanted to do was to sleep or at least lay down.
",1,Related,Lipitor,"Every muscle from my waist down was effected, my legs became LEAD, my bladder all but quit working; blood began showing up in my urine, I had every test in the book, went to doctor after doctor, and no one recognized this medication as the problem, until I finally went to a neurologist for my back problems.
","627, 761",LIPITOR.708.txt,1,"The text describes severe physiological symptoms (excruciating pain, fatigue, inability to walk, excessive desire to sleep/lay down) which are consistent with potential adverse drug events associated with Lipitor (e.g., myalgia, fatigue), and are not an indication for the drug."
LIPITOR.708_3,"I lost all interest in everything, had no energy for anything but the most basics.
",1,Related,Lipitor,"I could not walk ten steps without the most excruciating pain and fatigue, all I ever wanted to do was to sleep or at least lay down.
","761, 844",LIPITOR.708.txt,1,"The text describes symptoms of fatigue and anhedonia ('lost all interest in everything', 'had no energy'), which are physiological/mental state issues that can be adverse drug events. There is no information to suggest it's an indication, pre-existing, or a negation."
LIPITOR.708_4,"I quit taking Lipitor, ON MY OWN, in August of 2001.
",0,Not-Related,Lipitor,"I lost all interest in everything, had no energy for anything but the most basics.
","844, 897",LIPITOR.708.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.708_5,"I experienced a certain amount of immediate relief, and my bladder began working normally again, but still have horrible after-effects, and I don't know if they will ever go away.
",0,Not-Related,Lipitor,"I quit taking Lipitor, ON MY OWN, in August of 2001.
","897, 1077",LIPITOR.708.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.708_6,"I feel the muscles in my legs will never regain their previous strength, I have constant back pain, I cannot walk a half a block without extreme muscle fatigue and pain in my thighs, calves and buttocks, and I still am experiencing malaise that was never present before.
",1,Related,Lipitor,"I experienced a certain amount of immediate relief, and my bladder began working normally again, but still have horrible after-effects, and I don't know if they will ever go away.
","1077, 1348",LIPITOR.708.txt,1,"The text describes multiple physiological issues including muscle weakness, pain, fatigue, and malaise, which are known adverse effects associated with statins like Lipitor. The malaise is explicitly stated as 'never present before', indicating a new onset."
LIPITOR.708_7,"I consider myself lucky to be alive!!.
",0,Not-Related,Lipitor,"I feel the muscles in my legs will never regain their previous strength, I have constant back pain, I cannot walk a half a block without extreme muscle fatigue and pain in my thighs, calves and buttocks, and I still am experiencing malaise that was never present before.
","1348, 1387",LIPITOR.708.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.708_8,"The more I hear, the more I think people need to be made aware of the dangerous side effects, particularly the effects surgery has on anyone taking Lipitor.
",0,Not-Related,Lipitor,"I consider myself lucky to be alive!!.
","1387, 1544",LIPITOR.708.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.708_9,"This is one of the most dangerous medications on the market!.
",0,Not-Related,Lipitor,"The more I hear, the more I think people need to be made aware of the dangerous side effects, particularly the effects surgery has on anyone taking Lipitor.
","1544, 1606",LIPITOR.708.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.244_0,"Spleen Cancer and ALS patient.
",0,Not-Related,LIPITOR.244,,"0, 31",LIPITOR.244.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.244_1,"Took this drug for three years right after it was released -- bottom line lost all ability to control hands and muscle weakness.
",1,Related,LIPITOR.244,"Spleen Cancer and ALS patient.
","31, 160",LIPITOR.244.txt,1,"The text describes new onset of 'lost all ability to control hands' and 'muscle weakness' that occurred after taking the drug for three years, indicating a physiological issue potentially caused by the drug."
LIPITOR.244_2,"There is no history of ALS in my family.
",0,Not-Related,LIPITOR.244,"Took this drug for three years right after it was released -- bottom line lost all ability to control hands and muscle weakness.
","160, 201",LIPITOR.244.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.244_3,"Currently being treated at Duke Medical Center.
",0,Not-Related,LIPITOR.244,"There is no history of ALS in my family.
","201, 249",LIPITOR.244.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.95_0,"Terrible first of all I had diarrhoea my doseage was increased to 75 and a few days ago my feet and ankles started swelling up.
",1,Related,Arthrotec; Pernamax,,"0, 128",ARTHROTEC.95.txt,1,"The text describes new onset of diarrhoea and swelling of feet and ankles, which are physiological issues occurring during or after drug use, consistent with adverse drug events."
ARTHROTEC.95_1,"I went to my GP and the results of my blood test showed there was something wrong with my liver and I am a non-drinker.
",1,Related,Arthrotec; Pernamax,"Terrible first of all I had diarrhoea my doseage was increased to 75 and a few days ago my feet and ankles started swelling up.
","128, 248",ARTHROTEC.95.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.95_2,"My blood pressure had gone sky high so my that is why the swelling.
",1,Related,Arthrotec; Pernamax,"I went to my GP and the results of my blood test showed there was something wrong with my liver and I am a non-drinker.
","248, 316",ARTHROTEC.95.txt,1,"The text describes new physiological issues (high blood pressure and swelling) which are potential adverse effects of Arthrotec (an NSAID). The phrasing 'had gone sky high' suggests a new or worsened condition, not a pre-existing one or an indication for the drug."
ARTHROTEC.95_3,"I was told to stop taking Arthrotec and am now using a natural product that seems to work it is called Pernamax.
",0,Not-Related,Arthrotec; Pernamax,"My blood pressure had gone sky high so my that is why the swelling.
","316, 429",ARTHROTEC.95.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.442_0,"severe muscle pain.
",1,Related,LIPITOR.442,,"0, 20",LIPITOR.442.txt,1,The text describes a physiological issue (severe muscle pain) which is a known potential side effect of Lipitor (statins).
LIPITOR.442_1,It has been about seven years since I've been off this,0,Not-Related,LIPITOR.442,"severe muscle pain.
","20, 74",LIPITOR.442.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.442_2,"but I still have muscle pains.
",1,Related,LIPITOR.442,It has been about seven years since I've been off this,"75, 106",LIPITOR.442.txt,1,"The text describes a physiological issue ('muscle pains') which is a known potential side effect of Lipitor, and it is not presented as an indication, pre-existing condition, or negated."
LIPITOR.683_0,"Diarrhea, muscle pain, joint aches.
",1,Related,Lipitor,,"0, 36",LIPITOR.683.txt,1,"The text describes physiological issues (diarrhea, muscle pain, joint aches) which are potential adverse effects associated with Lipitor, and there is no indication of negation, pre-existing conditions, or the symptoms being the reason for taking the drug."
LIPITOR.683_1,"Lipitor did a wonderful job on my cholesterol but after about 4 weeks, I developed what I thought were strained muscles from exercise.
",1,Related,Lipitor,"Diarrhea, muscle pain, joint aches.
","36, 171",LIPITOR.683.txt,1,"The text describes the development of 'strained muscles' (a physiological issue) after approximately 4 weeks of using Lipitor, which is consistent with a potential adverse drug event."
LIPITOR.683_2,"It seems to be getting worse.
",0,Not-Related,Lipitor,"Lipitor did a wonderful job on my cholesterol but after about 4 weeks, I developed what I thought were strained muscles from exercise.
","171, 201",LIPITOR.683.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.683_3,"After all I've read, I think I will stop taking this and find another alternative.
",0,Not-Related,Lipitor,"It seems to be getting worse.
","201, 284",LIPITOR.683.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.683_4,"I am a type one diabetic.
",0,Not-Related,Lipitor,"After all I've read, I think I will stop taking this and find another alternative.
","284, 310",LIPITOR.683.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.132_0,"Severe and prolonged leg, ankle, toe muscle pain every night.
",1,Related,lipitor,,"0, 62",LIPITOR.132.txt,1,"The text describes severe and prolonged muscle pain, which is a known physiological adverse effect associated with statin medications like Lipitor."
LIPITOR.132_1,"Doctor said it was not the lipitor.
went off it myself.
",0,Not-Related,lipitor,"Severe and prolonged leg, ankle, toe muscle pain every night.
","62, 118",LIPITOR.132.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.132_2,"Now off 6 myths.
",0,Not-Related,lipitor,"Doctor said it was not the lipitor.
went off it myself.
","118, 135",LIPITOR.132.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.132_3,"NO more muscle pain!.
",1,Related,lipitor,"Now off 6 myths.
","135, 157",LIPITOR.132.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.640_0,My heart beats went to 30 or a little less,0,Not-Related,lipitor,,"0, 42",LIPITOR.640.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.640_1,"stomack heart lungs heart and hard to breath I hert from head to my toe .
",1,Related,lipitor,My heart beats went to 30 or a little less,"43, 117",LIPITOR.640.txt,1,"The text describes multiple physiological issues including stomach, heart, and lung problems, difficulty breathing, and widespread pain ('hert from head to my toe'), which are all potential adverse drug events. There is no indication these are pre-existing, the reason for taking the drug, or a negation."
LIPITOR.640_2,"I thought I was going to die for 2 days and nights.
",1,Related,lipitor,"stomack heart lungs heart and hard to breath I hert from head to my toe .
","117, 169",LIPITOR.640.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.640_3,"After I got out of hospital I have trouble doing anything like I was doing.
",0,Not-Related,lipitor,"I thought I was going to die for 2 days and nights.
","169, 245",LIPITOR.640.txt,0,"The text describes a general decline in function after a hospital stay, but it does not attribute this issue to Lipitor. There is no explicit or implied causal link between the drug and the symptom."
LIPITOR.640_4,"I think lipitor and maybe even any statin drugs should be takenoff the market.
",0,Not-Related,lipitor,"After I got out of hospital I have trouble doing anything like I was doing.
","245, 324",LIPITOR.640.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.640_5,"I'll never take anything with statin in it agin.
",0,Not-Related,lipitor,"I think lipitor and maybe even any statin drugs should be takenoff the market.
","324, 373",LIPITOR.640.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.669_0,"jointaches,pains in legs,musclesoreness.
feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt.
rashes,itches.
have been on lipitor for4+yrs.
",1,Related,capiten; glcotrol; lasix; lipitor; toprol; ultram,,"0, 152",LIPITOR.669.txt,1,"The text describes multiple physiological issues (joint aches, muscle soreness, various pains, rashes, itches) that occurred while the patient was taking Lipitor, indicating a temporal association consistent with an adverse drug event."
LIPITOR.669_1,"i have type2 diabetes.
",0,Not-Related,capiten; glcotrol; lasix; lipitor; toprol; ultram,"jointaches,pains in legs,musclesoreness.
feet pains,hips neck,backpain,fingers,toes,head,chest,ribs hurt.
rashes,itches.
have been on lipitor for4+yrs.
","152, 175",LIPITOR.669.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.669_2,"had2 knee surguries.
",0,Not-Related,capiten; glcotrol; lasix; lipitor; toprol; ultram,"i have type2 diabetes.
","175, 196",LIPITOR.669.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.669_3,"things have got worse instead of better.
",0,Not-Related,capiten; glcotrol; lasix; lipitor; toprol; ultram,"had2 knee surguries.
","196, 237",LIPITOR.669.txt,0,Auto-Rejected by Hunter (Low Probability)
